goodinfo,condemn,qAnswered,totalCorrect,percCorrect,ansall,dowork,doromantic,doacademic,dodrugs,trustswork,trustsromantic,trustsacademic,trustsdrugs,trustgwork,trustgromantic,trustgacademic,trustgdrugs,likework,likeromantic,likeacademic,likedrugs,compq1work,compq1romantic,compq1academic,compq1drugs,compq2work,compq2romantic,compq2academic,compq2drugs,compq3work,compq3romantic,compq3academic,compq3drugs,compq4work,compq4romantic,compq4academic,compq4drugs,sumdo,sumtrusts,sumtrustg,sumlike,sumtotal,age,gender,edu,income,generaltrust,reason,previousexperience
0,0,16,16,1,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,5,4,4,4,4.25,27,1,4,4,5,"Each scenario presented three people, two whom I knew nothing about and one who I was told did something dishonest.  Each scenario asked me a question about how I felt about the character of the person who I both knew nothing about and also was not the person telling me a story about someone else's dishonesty.  I literally have no information to make a judgement about the person the questions were about.  Since there was no neutral rating choice, I rated them the closest to neutral as I could taking into account my personal bias towards everyone I meet, which is to say, I am prone to trust and like other human beings until they prove I should view them otherwise.",3
0,1,16,16,1,1,2,2,2,1,7,4,5,5,6,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6.25,5.25,5.25,5,5.4375,20,2,4,7,6,Based on personal beliefs that certain scenarios were more touchier subjects than others.,3
1,1,16,16,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5.5,4,4,4,4.375,33,2,3,7,6,I can not judge poeple I've never met on many different levels. I focused on that while making my decisions.,1
0,0,4,3,0.75,0,,3,,,,4,,,,4,,,,4,,,,1,,,,1,,,,1,,,,2,,,5,4,4,4,4.25,,2,,,,,
1,0,16,16,1,1,3,3,2,3,5,5,6,6,5,2,5,5,4,3,3,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.25,5.5,4.25,3.5,4.625,19,2,4,5,5,"There was only one real source of information, the hearsay from other people, so I had to use that, but I was reluctant to do so. Who knows how accurate stories are through the grapevine?",2
1,0,16,16,1,1,2,3,2,3,5,4,5,5,4,3,4,5,4,4,5,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.5,4.75,4,4.25,4.625,23,1,5,3,2,I made my judgements off of the stories that were told and my own instincts.,1
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,30,2,5,5,6,I don't know enough about these people to make a judgement call.,1
1,1,16,16,1,1,1,1,1,2,7,7,7,6,5,6,5,6,6,7,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.75,6.75,5.5,5.25,6.0625,20,1,2,1,5,I just made judgements based on my gut feelings on the situation the person in question participated in. It really just cmes down to my opinion based on the situation basically.,2
0,0,4,3,0.75,0,4,,,,4,,,,4,,,,4,,,,1,,,,2,,,,3,,,,2,,,,4,4,4,4,4,,1,,,,,
0,1,16,16,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6,6,6,6,6,23,2,5,6,6,"I tried to imagine the real circumstances; and most of the time I would probably enjoy hearing the gossip, and that alone wouldn't really sway my opinion of people.",2
1,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,20,1,4,5,4,I felt like everyone deserved a chance.,1
1,0,16,16,1,1,2,2,1,4,3,6,7,4,3,5,4,4,3,6,5,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.75,5,4,4.5,4.8125,30,2,4,7,4,based on my own feelings,1
0,1,16,16,1,1,4,2,2,2,2,5,4,6,1,5,4,3,3,2,3,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.5,4.25,3.25,3,4,44,1,5,10,6,According to how I felt when I heard they tattled on someone.,2
0,0,4,0,0,0,4,,,,4,,,,3,,,,5,,,,3,,,,3,,,,2,,,,1,,,,4,4,3,5,4,,1,,,,,
1,1,16,16,1,1,2,2,2,2,6,6,5,6,6,6,6,5,6,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6,5.75,5.75,5.5,5.75,23,1,5,6,6,"I made my judgments based on the information provided. It came from overhearing conversations and talking with people. The people I talked seemed to disapprove of the negative behavior and were known not to participate in the negative behavior. Based on what I heard, and my own interactions, I made my judgment.",1
0,1,4,3,0.75,0,,1,,,,5,,,,5,,,,5,,,,1,,,,1,,,,2,,,,1,,,7,5,5,5,5.5,,2,,,,,
0,1,4,3,0.75,0,,,,5,,,,6,,,,3,,,,5,,,,1,,,,1,,,,2,,,,1,3,6,3,5,4.25,,1,,,,,
0,0,16,16,1,1,4,6,4,4,6,4,6,4,4,4,4,4,4,4,4,6,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,3.5,5,4,4.5,4.25,18,1,2,1,7,Based on what I read.,1
1,0,16,15,0.9375,1,2,2,2,2,6,5,6,6,5,5,5,4,5,4,5,5,2,2,2,2,1,1,1,2,3,3,3,3,2,2,2,2,6,5.75,4.75,4.75,5.3125,,1,,,,,
1,1,16,16,1,1,2,2,2,2,4,5,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6,4.25,4,4,4.5625,36,2,5,4,4,Consistently. It didn't matter if men or women were involved.,1
1,0,16,16,1,1,5,5,5,4,6,6,6,5,6,6,5,5,5,6,6,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,3.25,5.75,5.5,5.5,5,32,1,4,5,6,i read the statements and made assumptions,4
0,0,16,16,1,1,2,3,5,3,5,6,4,7,6,6,2,7,5,4,1,6,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.75,5.5,5.25,4,4.875,23,1,4,5,6,I based on my judgement on the way both people first mentioned where related with. Those within the same company couldn't / be related to each other in terms of how they express their opinions. Those on the same sports team would have values aligning closer to each other since the actions of one could potenitally effects other in a very positive or negative way.,1
1,0,16,16,1,1,2,2,2,1,6,3,6,6,6,5,6,6,5,4,6,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6.25,5.25,5.75,5,5.5625,28,2,5,4,6,I made sure I reviewed the paragraphs and read the questions in order to understand the questions completely.,1
1,0,16,16,1,1,4,4,4,4,5,3,7,7,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,4,5.5,4,4,4.375,54,2,5,4,4,"The ""unknown"" is a factor for my answers. I really don't know the people and have no idea what they are like as a moral or ethical person.",2
0,1,16,16,1,1,3,3,3,2,5,5,5,6,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.25,5.25,5,5,5.125,29,2,4,1,5,"By looking at the pay amount and the time needed to complete this HIT, I thought it was a good choice and went on to do it.",3
1,1,4,2,0.5,0,,,2,,,,4,,,,2,,,,4,,,,1,,,,1,,,,1,,,,1,,6,4,2,4,4,,1,,,,,
1,1,16,16,1,1,5,2,2,3,5,4,5,4,4,4,4,3,5,6,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5,4.5,3.75,4.75,4.5,30,2,4,5,2,I tried to think about the situations logically and try to think about what the other person might actually do.,1
0,0,16,16,1,1,3,4,2,3,5,5,6,5,5,5,5,3,4,5,5,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,5,5.25,4.5,4.5,4.8125,63,2,2,6,5,"Some were actually based on my own experiences, especially the last one, since I have found that most people will cheat given the chance.  I guess this applies to things other than relationships too.",2
1,0,16,16,1,1,2,2,2,2,5,6,5,5,5,6,5,5,5,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,5.25,5.25,5.25,5.4375,23,1,4,4,4,based on the text i read,1
1,1,16,16,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,7,7,7,7,7,24,1,5,7,7,"Based on the information presented in the passages, since that is the only knowledge I have of the characters. I assumed that the tellers of the wrongdoings are trustworthy.",3
1,0,16,16,1,1,3,2,2,2,4,6,5,4,5,6,4,3,4,7,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.75,4.75,4.5,4.75,4.9375,24,1,4,1,4,By reading the instructions and stories.,1
0,1,16,16,1,1,2,3,4,1,5,6,4,5,4,5,4,5,3,5,2,3,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.5,5,4.5,3.25,4.5625,23,1,5,7,5,Just went with my gut feeling. Depended on the severity of the wrongdoings and whether or not the person displayed strong dissatisfaction of wrongdoing.,1
1,1,16,16,1,1,1,1,1,1,7,7,7,7,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,7,7,4,4,5.5,52,2,5,8,4,I read the scenario's and then decided.,1
0,0,16,16,1,1,6,6,3,3,4,4,2,1,4,3,3,2,3,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,3.5,2.75,3,3.75,3.25,30,1,2,2,5,I used my moral code,1
1,1,16,16,1,1,1,1,1,1,7,7,7,6,5,5,5,5,5,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,7,6.75,5,5.25,6,34,1,5,8,5,I made my judgments after reading the scenarios and imagining myself as a part of scenario.,1
0,0,16,16,1,1,5,3,3,3,3,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.5,3.5,5,4,4.25,26,2,3,3,5,"I feel like I have no reason to harshly judge people I know little about, with the exception of the hiking  club scenario. I am a lesbian, so I would not trust to be in a relationship with a man, personally.",1
1,0,16,16,1,1,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.5,4,4,4,4.375,29,2,5,8,4,i assumed that people would continue acting in ways that were consistent with their past behavior,1
0,1,16,16,1,1,2,2,3,2,6,5,5,5,6,6,4,4,6,5,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.75,5.25,5,4.75,5.1875,21,2,4,10,5,"My judgments depended on how relevant the information was to a person's identity, and how important it would be to gossip about that information. For instance, someone cheating on a law exam doesn't affect other people's performance on a chemistry exam, so I see less reason to gossip.",1
1,0,16,16,1,1,4,3,1,3,4,4,3,2,5,3,3,3,4,4,4,1,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.25,3.25,3.5,3.25,3.8125,41,2,5,1,2,Personal experience with similar circumstances,3
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,32,2,4,4,4,As honestly as I could with the little information I was given,3
1,1,16,16,1,1,4,4,4,3,4,4,5,4,3,4,5,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,4.25,4.25,4,4,4.125,47,2,5,8,5,It is hard to make judgements with so little information but I feel that people who talk about other peoples failings maybe have something they feel guilty about.,1
0,1,16,16,1,1,3,1,1,2,4,4,4,4,4,4,4,4,4,5,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6.25,4,4,4.25,4.625,24,1,4,2,4,Didn't know either person. People who generally are disgusted at the wrongdoing's tend not to do them.,1
0,0,4,3,0.75,0,3,,,,3,,,,3,,,,4,,,,1,,,,2,,,,3,,,,2,,,,5,3,3,4,3.75,,1,,,,,
0,1,16,16,1,1,3,3,3,3,4,3,4,4,3,3,4,3,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5,3.75,3.25,4,4,51,2,6,7,6,"People often ""tell"" on others for less than noble reasons (ie. to look better or gain favor) so I was not super impressed with the ones who told on these other people.",5
1,0,16,16,1,1,1,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.5,7,7,7,6.625,62,2,5,3,4,I made the judgement based on the information given about the characters in the story.  The character judged most often was of good character so I gave a positive assessment in accordance with the questioning of the survey.,1
1,1,16,16,1,1,1,1,1,1,6,6,6,7,6,6,6,6,4,6,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,7,6.25,6,4.5,5.9375,38,1,4,6,6,"I based my judgments on each scenario and used the information with which I was presented. Generally, I trusted the people who demonstrated on some level they were trustworthy.",1
1,0,16,16,1,1,2,2,2,2,6,6,6,6,6,6,5,6,6,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,6,5.75,6,5.9375,38,1,4,1,4,Based on the information available in the text.,1
1,1,16,16,1,1,2,2,2,1,4,3,4,5,4,2,4,4,3,3,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.25,4,3.5,3.5,4.3125,23,2,4,1,3,"Generally I don't like to hear people gossping about others so I tend to not like people who gossip. It doesn't necessarily mean I can't trust them, but it makes me weary about telling them about my personal life. That's why most of my judgements on these scenarios are toward the middle or the negative side.",2
0,1,16,16,1,1,4,3,4,4,4,5,5,5,4,4,4,4,4,5,3,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4.25,4.75,4,4.25,4.3125,32,1,5,10,6,Personal feelings and experience,1
0,1,16,16,1,1,1,1,1,1,7,7,6,7,3,7,4,6,6,6,6,6,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,7,6.75,5,6,6.1875,23,2,5,2,5,"I made my judgements by who said what and what the individual did. I do judge people so if I do hear something bad, I usually tend to believe it.",1
1,0,16,16,1,1,4,6,4,4,6,6,4,6,5,6,5,5,5,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,3.5,5.5,5.25,4.25,4.625,35,1,2,7,4,reading the story and just going with how i felt. there really wasnt a lot of real facts givin to judge by,1
0,1,16,16,1,1,5,3,3,3,5,5,5,5,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4.5,5,4,4,4.375,29,2,5,5,3,"I considered the fact that the people in the stories disapproved of a specific action (cheating) an indication that they would be slightly less likely to engage in that behavior themselves, however I don't feel that one fact gives me any real indication as to how much I would like the person or how trustworthy they are across all contexts.",2
0,1,4,3,0.75,0,,1,,,,3,,,,3,,,,3,,,,1,,,,2,,,,3,,,,1,,,7,3,3,3,4,,1,,,,,
1,1,16,16,1,1,1,2,1,2,6,7,6,5,5,7,6,5,5,6,6,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.5,6,5.75,5.5,5.9375,47,2,6,5,5,Based on the premise that past performance can indicate future performance.,1
0,0,16,16,1,1,5,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,3.75,3.5,3.75,3.75,3.6875,21,2,4,1,4,I thought back to how I would react if I was actually in  that situation.,2
1,1,16,16,1,1,2,2,2,2,6,6,5,6,6,6,6,6,5,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6,5.75,6,5,5.6875,27,1,5,2,4,"I made judgments based on the information provided in each scenario, and went with my gut instincts rather than extended contemplation.",1
1,0,16,16,1,1,1,2,1,2,6,6,7,6,6,6,6,6,6,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6.5,6.25,6,6,6.1875,26,2,4,6,5,"I made judgments based on information that was presented. I automatically liked and trusted the people who were presented as honest or trustworthy, and I had reservations about trusting the people I knew nothing about.",1
1,1,16,16,1,1,1,1,1,1,6,7,7,6,5,5,5,5,5,7,6,6,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,7,6.5,5,6,6.125,38,2,4,4,5,I read the paragraphs and judged upon what was said.,2
0,0,16,16,1,1,2,2,2,1,4,6,4,6,4,5,4,6,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,6.25,5,4.75,4,5,27,1,6,5,1,I didn't have enough information about the person whom I was asked to judge.,1
0,1,8,7,0.875,0,1,,1,,7,,7,,7,,7,,7,,7,,1,,1,,1,,1,,3,,2,,1,,1,,7,7,7,7,7,,2,,,,,
0,0,12,11,0.916666686534882,0,4,4,3,,5,5,5,,4,6,5,,4,4,5,,1,1,1,,1,1,1,,3,3,3,,2,1,2,,4.33333301544189,5,5,4.33333349227905,4.66666650772095,,2,,,,,
1,0,16,16,1,1,6,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5,6,6,6,5.75,21,1,2,2,6,"I decided to trust all the information i was given, and decide based on that",1
0,0,16,16,1,1,3,3,2,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.75,4,4,4,4.1875,28,2,4,5,5,Based on both information given and on personal experiences in similar situations.,2
1,0,16,16,1,1,1,1,2,1,6,5,5,6,6,5,5,5,5,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6.75,5.5,5.25,5,5.625,56,2,6,3,5,I made the judgements according to the information given.  I believed what the people said about the other person.,1
1,1,16,16,1,1,7,2,2,2,7,6,7,6,6,7,7,6,7,6,7,6,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,4.75,6.5,6.5,6.5,6.0625,39,2,4,6,7,I read carefully and made the best logical judgments based on the the facts I was given.,2
1,0,16,16,1,1,2,3,3,3,6,5,5,6,5,5,5,5,5,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.25,5.5,5,5,5.1875,25,2,5,8,5,"The questions asked me about the first person I read about, and I knew that they did not cheat in that instance, so I based my judgement off that.",1
0,1,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4,4,4,4,4,50,2,5,5,4,Most of the information given was second hand and not something I say for myself. I chose middle of the road for my oppinons regarding individuals likeness or not.,2
0,1,16,16,1,1,3,3,5,2,5,5,5,6,5,5,5,4,5,5,5,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4.75,5.25,4.75,5,4.9375,40,1,5,10,6,"not much information, all scenarios were identical.  Slight bias because the subject always disapproved of inappropriate behavior.",1
0,0,16,16,1,1,4,4,4,2,4,4,4,6,4,4,4,6,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.5,4.5,4.5,4,4.375,21,1,5,1,5,"There was nothing to really go on about the people asked, so I tended to remain neutral.",1
1,1,4,3,0.75,0,,2,,,,6,,,,7,,,,6,,,,2,,,,1,,,,1,,,,1,,,6,6,7,6,6.25,,2,,,,,
1,0,16,16,1,1,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,4.5,5,5,5,4.875,64,1,6,5,5,"based on the information in the scenario; so there was not much to go on; it's hard to say how much I would like someone based on not having cheated on the last exam or track meet, etc.",1
1,1,16,16,1,1,1,2,2,4,5,6,6,4,5,6,6,5,4,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5.75,5.25,5.5,5,5.375,44,1,6,6,6,"I wouldn't say that I had a objective, systematic way of evaluating the people in the vignettes. I evaluated them based on my instincts.",2
0,0,16,16,1,1,4,4,4,3,4,3,4,5,4,4,4,5,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.25,4,4.25,4,4.125,22,2,4,5,4,i trust peoplein general so i based it off of that on that nobdy is above judgement,1
0,1,16,16,1,1,4,4,4,4,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4,2,2,2.25,2.5625,40,1,6,8,5,I generally do not like people who will gossip so I did not trust the people in this HIT.,1
0,0,4,3,0.75,0,,,4,,,,4,,,,4,,,,5,,,,1,,,,1,,,,3,,,,3,,4,4,4,5,4.25,,1,,,,,
1,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,24,2,5,3,4,I believe I answered neutrally for everything. I can't very well predict how someone is/will be based off of one piece of information.,1
0,0,16,16,1,1,5,4,4,4,5,5,4,4,5,5,4,4,5,5,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,3.75,4.5,4.5,4.5,4.3125,61,1,5,3,6,"For the stories I chose number 4 generally because I did not have enough information to be able to say either way whether I liked, trusted, etc one of the characters in each story.",3
0,1,16,16,1,1,2,1,2,1,5,7,5,5,5,7,5,5,4,5,4,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6.5,5.5,5.5,4.5,5.5,34,2,6,6,6,based on the facts presented and intuition about what i thought about given circumstances,1
0,1,16,16,1,1,2,4,2,4,5,3,4,4,4,3,4,4,4,4,5,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5,4,3.75,4.25,4.25,22,2,4,1,4,"Some of the activities seem more likely to be shared activities based on the knowledge of them, and acknowledgement of others (like relationship infidelity) without having done something about it seems to reflect on their acceptance of the behavior. There's also a chance of projection or wishful (but hypocritical) thinking.",1
1,0,16,16,1,1,5,4,3,5,5,4,4,5,3,5,2,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,3.75,4.5,3.5,4,3.9375,28,2,4,6,5,"Well, you usually can't trust what you're hearing from someone you really don't know especially when they are only talking about someone else and gossiping.  If you really know someone and their character,  you can only then start to believe what you hear.",1
1,1,16,16,1,1,1,2,1,1,7,5,7,7,6,5,6,6,6,4,6,6,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.75,6.5,5.75,5.5,6.125,53,2,4,2,5,By the story that was being told.,1
0,0,16,16,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,6,5,5,5,5.25,25,2,5,1,5,"If someone's friend is talking to me about something bad an aquaintance did, they probably would talk about their friend worse, therefore their friend probably wouldn't do anything bad in fear of their friend talking bad about them.",1
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,33,2,6,8,4,"It was very strange, as the person you were asking about was always the person we had zero information about.  I didn't talk to this person, nor did I hear any stories about this person.  How could I make a judgment?  That's why my responses were always neutral.",1
1,1,16,16,1,1,1,1,1,1,6,7,7,4,5,5,7,5,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,7,6,5.5,4,5.625,44,1,5,6,5,Based on the information in each scenario.,1
0,1,16,16,1,1,4,4,4,4,4,1,4,4,4,3,4,4,4,2,3,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4,3.25,3.75,3.25,3.5625,27,1,5,7,5,I was harsher on the girls in the study because I hate gossiping. In general I felt there was too little information to know whether or not I would trust them.,2
1,0,16,16,1,1,2,2,2,6,6,6,6,2,6,6,6,2,6,6,6,2,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5,5,5,5,5,37,1,4,6,5,From gossip,2
1,0,16,16,1,1,1,2,2,2,5,5,6,7,5,5,6,6,6,5,6,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6.25,5.75,5.5,5.75,5.8125,26,1,5,6,4,i looked at each person's past tendencies to make my decisions,2
1,1,8,7,0.875,0,1,,,1,7,,,7,7,,,7,7,,,7,2,,,2,1,,,1,3,,,1,1,,,1,7,7,7,7,7,,2,,,,,
0,1,16,16,1,1,1,1,2,5,7,5,4,1,6,4,4,2,7,5,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.75,4.25,4,5,4.75,23,2,4,5,5,I tried to consider if the person had any benefits by telling me something negative about that person,1
1,0,16,16,1,1,1,1,1,1,6,7,7,7,6,6,6,6,6,6,7,7,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,7,6.75,6,6.5,6.5625,58,2,4,5,6,by the stories that were told,1
0,0,16,16,1,1,4,3,5,4,4,3,4,4,4,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,3.75,3.75,4,3.875,55,1,4,1,3,"After Lance Armstrong, Bernie Maidoff and Anthony Weiner, it is difficult to trust anyone from any field or circle. Whether it is sports, finance or politics lying has become standard operating procedure.",1
1,1,16,16,1,1,5,3,3,5,3,4,4,3,3,4,4,4,4,5,5,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,4,3.5,3.75,4.5,3.9375,20,2,4,5,4,I made my judgments based on what was happening in each scenario.,2
0,1,16,16,1,1,1,1,1,1,5,7,7,7,5,6,7,7,5,7,7,7,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,7,6.5,6.25,6.5,6.5625,42,2,5,4,6,"for all instances of cheating, I sided with the person who disapproved of the cheating. The only case that was different was the deadline, because there could've been extenuating circumstances that prevented the person from meeting the deadline (not necessarily that she tried to fail on purpose).",2
0,0,16,16,1,1,3,2,3,2,5,5,5,5,4,5,5,5,4,4,5,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,5.5,5,4.75,4.25,4.875,38,2,5,8,6,Based on my own personal views and past experiences with people,1
0,1,16,16,1,1,1,1,1,1,4,3,3,5,5,3,3,6,4,3,3,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,7,3.75,4.25,3.75,4.6875,59,1,5,2,6,"By deciding how I felt about the disclosure. SOme disclosures are can bedamning about the person telling them, whikle others are not",1
1,0,16,16,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,7,7,7,7,7,56,2,5,10,7,My judgments were made based on the information provided in the stories.,1
1,1,16,16,1,1,1,1,1,1,4,5,5,5,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,7,4.75,4,4,4.9375,67,2,3,4,5,"I went by what information I was given in the ""story"" and my feelings in regards to the information",1
0,1,16,16,1,1,2,2,2,1,5,6,6,6,5,6,6,5,6,5,6,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6.25,5.75,5.5,5.5,5.75,25,1,4,4,6,I read the story and inferred what the subjects thought about certain things from the passages.,1
0,1,16,16,1,1,2,2,2,2,4,5,3,4,5,4,5,4,4,4,5,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6,4,4.5,4.25,4.6875,26,2,5,5,4,Based on what the text told me.,3
1,0,16,16,1,1,1,1,1,1,6,5,6,7,5,6,5,5,5,6,4,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,7,6,5.25,5,5.8125,22,1,2,4,3,"I made the judgements based on what I read and my feelings towards each ""immoral"" action in question.",1
0,1,16,16,1,1,3,2,2,2,4,5,6,6,4,4,5,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.75,5.25,4.25,4,4.8125,22,2,3,2,4,I based my judgments on how serious the offense was. But just I didn't super trust anybody just because they said they strongly disapproved of something. I don't know them.,2
1,0,16,16,1,1,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.5,4,4,4,4.375,22,2,5,6,4,"If someone has not done the bad thing, I dont distrust them.",1
